VIE,COLUMN,ROW,SURFACE TEMP (TACK LIFE),SURFACE TEMP (FLUKE),THERMOCOUPLE,TIME,Date,CHAMBER,THERMOSTAT,LOCATION,WEATHER,LASER LOCATION,Other notes,,
,5,1,NOT RECORDED,29.8,NOT RECORDED,9:55,June 19 2019,CONTROL,26,LEAF LITTER,PCLOUDY,BACK,,,
,2,3,NOT RECORDED,SEE NOTES,NOT RECORDED,10:06,June 19 2019,CONTROL,26,MID BRANCH,PCLOUDY,NOT RECORDED,RAN INTO LEAF LITTER,,
,3,3,NOT RECORDED,26.3,NOT RECORDED,10:07,June 19 2019,CONTROL,26,TOP BRANCH,PCLOUDY,LAT,,,
,2,4,NOT RECORDED,27.8,NOT RECORDED,10:11,June 19 2019,CONTROL,26,TOP SCREEN,PCLOUDY,BACK,MAY HAVE JUMPED TO TOP SCREEN FROM MID BRANCH,,
,1,3,NOT RECORDED,28.9,NOT RECORDED,10:10,June 19 2019,CONTROL,26,TOP BRANCH,PCLOUDY,LAT,*,,
,4,1,NOT RECORDED,26.8,NOT RECORDED,9:58,June 19 2019,CONTROL,26,ON LEAF,PCLOUDY,BACK,,,
,4,2,NOT RECORDED,27.6,NOT RECORDED,10:00,June 19 2019,CONTROL,26,MID BRANCH,PCLOUDY,BACK,,,
,2,4,NOT RECORDED,27.3,NOT RECORDED,10:17,June 19 2019,HEAT,30,LEAF LITTER,PCLOUDY,BACK,RAN OUT OF LEAF LITTER ONTO LOW SCREEN,,
,3,3,NOT RECORDED,29.5,NOT RECORDED,10:19,June 19 2019,HEAT,30,TOP BRANCH,PCLOUDY,BACK,RAN ~ 10 SECONDS TEMP TAKEN ON LEAF LITTER,,
,4,2,NOT RECORDED,29.6,NOT RECORDED,10:20,June 19 2019,HEAT,30,TOP BRANCH,PCLOUDY,LAT,*,,
,5,1,NOT RECORDED,27.9,NOT RECORDED,10:23,June 19 2019,HEAT,30,LEAF LITTER,PCLOUDY,BACK,RAN OUT OF LEAF LITTER STOOD STILL,,
,4,1,NOT RECORDED,27.9,NOT RECORDED,10:24,June 19 2019,HEAT,30,MID BRANCH,PCLOUDY,LAT,*,,
,2,3,NOT RECORDED,28.8,NOT RECORDED,10:25,June 19 2019,HEAT,30,BOTTOM FRAME,PCLOUDY,BACK,DIRECT SUNLIGHT,,
,1,3,NOT RECORDED,27.2,NOT RECORDED,10:30,June 19 2019,HEAT,30,LEAF LITTER,PCLOUDY,NOT RECORDED,,,
